BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Isolate	Collection_date	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	tissue_type	Label	sub_species	body_site	pathovar	use_species
PRJNA192205	SRR1266948	WGS	200	4654350000	SAMN02439815	3414902489	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX529378	Illumina HiSeq 2000	PL_Wa_H23	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	PL_Wa_H23	SRP022901	NA	male	NA	2010	Poland	Europe	Poland: Warsaw	NA	PL_Wa_H23	cornix	blood	blood	1
PRJNA192205	SRR1266949	WGS	200	3430685400	SAMN02439815	2507119928	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX529378	Illumina HiSeq 2000	PL_Wa_H23	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	PL_Wa_H23	SRP022901	NA	male	NA	2010	Poland	Europe	Poland: Warsaw	NA	PL_Wa_H23	cornix	blood	blood	1
PRJNA192205	SRR1266950	WGS	200	3974898400	SAMN02439816	2940862256	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX530170	Illumina HiSeq 2000	PL_Wa_H32	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	PL_Wa_H32	SRP022901	NA	male	NA	2010	Poland	Europe	Poland: Warsaw	NA	PL_Wa_H32	cornix	blood	blood	1
PRJNA192205	SRR1266951	WGS	200	3969964200	SAMN02439816	2923478254	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX530170	Illumina HiSeq 2000	PL_Wa_H32	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	PL_Wa_H32	SRP022901	NA	male	NA	2010	Poland	Europe	Poland: Warsaw	NA	PL_Wa_H32	cornix	blood	blood	1
PRJNA192205	SRR1266953	WGS	200	1753371800	SAMN02439816	1279479789	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX530170	Illumina HiSeq 2000	PL_Wa_H32	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	PL_Wa_H32	SRP022901	NA	male	NA	2010	Poland	Europe	Poland: Warsaw	NA	PL_Wa_H32	cornix	blood	blood	1
PRJNA192205	SRR1266954	WGS	200	2713775600	SAMN02439817	1988909522	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX530171	Illumina HiSeq 2000	PL_Wa_H35	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	PL_Wa_H35	SRP022901	NA	male	NA	2010	Poland	Europe	Poland: Warsaw	NA	PL_Wa_H35	cornix	blood	blood	1
PRJNA192205	SRR1266955	WGS	200	2705445000	SAMN02439817	1983965258	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX530171	Illumina HiSeq 2000	PL_Wa_H35	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	PL_Wa_H35	SRP022901	NA	male	NA	2010	Poland	Europe	Poland: Warsaw	NA	PL_Wa_H35	cornix	blood	blood	1
PRJNA192205	SRR1266956	WGS	200	2770640800	SAMN02439817	2007001456	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX530171	Illumina HiSeq 2000	PL_Wa_H35	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	PL_Wa_H35	SRP022901	NA	male	NA	2010	Poland	Europe	Poland: Warsaw	NA	PL_Wa_H35	cornix	blood	blood	1
PRJNA192205	SRR1266957	WGS	200	2772225200	SAMN02439817	2003871356	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX530171	Illumina HiSeq 2000	PL_Wa_H35	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	PL_Wa_H35	SRP022901	NA	male	NA	2010	Poland	Europe	Poland: Warsaw	NA	PL_Wa_H35	cornix	blood	blood	1
PRJNA192205	SRR1266958	WGS	200	1646507400	SAMN02439817	1181555181	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX530171	Illumina HiSeq 2000	PL_Wa_H35	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	PL_Wa_H35	SRP022901	NA	male	NA	2010	Poland	Europe	Poland: Warsaw	NA	PL_Wa_H35	cornix	blood	blood	1
PRJNA192205	SRR1266959	WGS	200	2820328200	SAMN02439818	2105191133	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX530172	Illumina HiSeq 2000	PL_Wa_H50	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	PL_Wa_H50	SRP022901	NA	male	NA	2010	Poland	Europe	Poland: Warsaw	NA	PL_Wa_H50	cornix	blood	blood	1
PRJNA192205	SRR1266960	WGS	200	2507980400	SAMN02439818	1831252779	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX530172	Illumina HiSeq 2000	PL_Wa_H50	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	PL_Wa_H50	SRP022901	NA	male	NA	2010	Poland	Europe	Poland: Warsaw	NA	PL_Wa_H50	cornix	blood	blood	1
PRJNA192205	SRR1266963	WGS	200	4384689800	SAMN02439819	3271764605	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX530173	Illumina HiSeq 2000	PL_Wa_H52	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	PL_Wa_H52	SRP022901	NA	male	NA	2010	Poland	Europe	Poland: Warsaw	NA	PL_Wa_H52	cornix	blood	blood	1
PRJNA192205	SRR1266964	WGS	200	2832275200	SAMN02439819	2060913286	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX530173	Illumina HiSeq 2000	PL_Wa_H52	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	PL_Wa_H52	SRP022901	NA	male	NA	2010	Poland	Europe	Poland: Warsaw	NA	PL_Wa_H52	cornix	blood	blood	1
PRJNA192205	SRR1266965	WGS	200	2856129200	SAMN02439819	2105221246	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX530173	Illumina HiSeq 2000	PL_Wa_H52	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	PL_Wa_H52	SRP022901	NA	male	NA	2010	Poland	Europe	Poland: Warsaw	NA	PL_Wa_H52	cornix	blood	blood	1
PRJNA192205	SRR1266966	WGS	200	2834961200	SAMN02439819	2103215266	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX530173	Illumina HiSeq 2000	PL_Wa_H52	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	PL_Wa_H52	SRP022901	NA	male	NA	2010	Poland	Europe	Poland: Warsaw	NA	PL_Wa_H52	cornix	blood	blood	1
PRJNA192205	SRR1269689	WGS	200	2554323800	SAMN02439820	1794193106	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX532429	Illumina HiSeq 2000	S_Ri_H05	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	S_Ri_H05	SRP022901	NA	male	NA	2010	Sweden	Europe	Sweden: Rimbo	NA	S_Ri_H05	cornix	blood	blood	1
PRJNA192205	SRR1269690	WGS	200	1737115800	SAMN02439820	1253458526	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX532429	Illumina HiSeq 2000	S_Ri_H05	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	S_Ri_H05	SRP022901	NA	male	NA	2010	Sweden	Europe	Sweden: Rimbo	NA	S_Ri_H05	cornix	blood	blood	1
PRJNA192205	SRR1269692	WGS	200	1756658000	SAMN02439820	1244879873	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX532429	Illumina HiSeq 2000	S_Ri_H05	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	S_Ri_H05	SRP022901	NA	male	NA	2010	Sweden	Europe	Sweden: Rimbo	NA	S_Ri_H05	cornix	blood	blood	1
PRJNA192205	SRR1269693	WGS	200	1734962600	SAMN02439820	1225837290	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX532429	Illumina HiSeq 2000	S_Ri_H05	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	S_Ri_H05	SRP022901	NA	male	NA	2010	Sweden	Europe	Sweden: Rimbo	NA	S_Ri_H05	cornix	blood	blood	1
PRJNA192205	SRR1269694	WGS	200	3008709000	SAMN02439821	2134127652	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX532430	Illumina HiSeq 2000	S_Ri_H07	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	S_Ri_H07	SRP022901	NA	male	NA	2010	Sweden	Europe	Sweden: Rimbo	NA	S_Ri_H07	cornix	blood	blood	1
PRJNA192205	SRR1269695	WGS	200	1659523200	SAMN02439821	1208943560	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX532430	Illumina HiSeq 2000	S_Ri_H07	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	S_Ri_H07	SRP022901	NA	male	NA	2010	Sweden	Europe	Sweden: Rimbo	NA	S_Ri_H07	cornix	blood	blood	1
PRJNA192205	SRR1269696	WGS	200	1640048400	SAMN02439821	1195729558	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX532430	Illumina HiSeq 2000	S_Ri_H07	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	S_Ri_H07	SRP022901	NA	male	NA	2010	Sweden	Europe	Sweden: Rimbo	NA	S_Ri_H07	cornix	blood	blood	1
PRJNA192205	SRR1269697	WGS	200	1693683600	SAMN02439821	1214044412	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX532430	Illumina HiSeq 2000	S_Ri_H07	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	S_Ri_H07	SRP022901	NA	male	NA	2010	Sweden	Europe	Sweden: Rimbo	NA	S_Ri_H07	cornix	blood	blood	1
PRJNA192205	SRR1269698	WGS	200	1673945800	SAMN02439821	1196441637	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX532430	Illumina HiSeq 2000	S_Ri_H07	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	S_Ri_H07	SRP022901	NA	male	NA	2010	Sweden	Europe	Sweden: Rimbo	NA	S_Ri_H07	cornix	blood	blood	1
PRJNA192205	SRR1269699	WGS	200	2321386600	SAMN02439822	1635377063	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX532431	Illumina HiSeq 2000	S_Ri_H23	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	S_Ri_H23	SRP022901	NA	male	NA	2010	Sweden	Europe	Sweden: Rimbo	NA	S_Ri_H23	cornix	blood	blood	1
PRJNA192205	SRR1269700	WGS	200	1959273000	SAMN02439822	1417755655	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX532431	Illumina HiSeq 2000	S_Ri_H23	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	S_Ri_H23	SRP022901	NA	male	NA	2010	Sweden	Europe	Sweden: Rimbo	NA	S_Ri_H23	cornix	blood	blood	1
PRJNA192205	SRR1269701	WGS	200	1943659000	SAMN02439822	1407764168	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX532431	Illumina HiSeq 2000	S_Ri_H23	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	S_Ri_H23	SRP022901	NA	male	NA	2010	Sweden	Europe	Sweden: Rimbo	NA	S_Ri_H23	cornix	blood	blood	1
PRJNA192205	SRR1269702	WGS	200	1977824400	SAMN02439822	1406085642	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX532431	Illumina HiSeq 2000	S_Ri_H23	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	S_Ri_H23	SRP022901	NA	male	NA	2010	Sweden	Europe	Sweden: Rimbo	NA	S_Ri_H23	cornix	blood	blood	1
PRJNA192205	SRR1269703	WGS	200	1959987600	SAMN02439822	1389261248	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX532431	Illumina HiSeq 2000	S_Ri_H23	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	S_Ri_H23	SRP022901	NA	male	NA	2010	Sweden	Europe	Sweden: Rimbo	NA	S_Ri_H23	cornix	blood	blood	1
PRJNA192205	SRR1269720	WGS	200	1962249600	SAMN02439823	1442453898	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX532432	Illumina HiSeq 2000	S_Ri_H29	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	S_Ri_H29	SRP022901	NA	male	NA	2010	Sweden	Europe	Sweden: Rimbo	NA	S_Ri_H29	cornix	blood	blood	1
PRJNA192205	SRR1269721	WGS	200	3069877000	SAMN02439823	2266970922	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX532432	Illumina HiSeq 2000	S_Ri_H29	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	S_Ri_H29	SRP022901	NA	male	NA	2010	Sweden	Europe	Sweden: Rimbo	NA	S_Ri_H29	cornix	blood	blood	1
PRJNA192205	SRR1269722	WGS	200	3062876200	SAMN02439823	2245807468	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX532432	Illumina HiSeq 2000	S_Ri_H29	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	S_Ri_H29	SRP022901	NA	male	NA	2010	Sweden	Europe	Sweden: Rimbo	NA	S_Ri_H29	cornix	blood	blood	1
PRJNA192205	SRR1269724	WGS	200	2730065600	SAMN02439824	1968888127	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX532458	Illumina HiSeq 2000	S_Ri_H43	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	S_Ri_H43	SRP022901	NA	male	NA	2010	Sweden	Europe	Sweden: Rimbo	NA	S_Ri_H43	cornix	blood	blood	1
PRJNA192205	SRR1269725	WGS	200	2703049800	SAMN02439824	1952795091	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX532458	Illumina HiSeq 2000	S_Ri_H43	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	S_Ri_H43	SRP022901	NA	male	NA	2010	Sweden	Europe	Sweden: Rimbo	NA	S_Ri_H43	cornix	blood	blood	1
PRJNA192205	SRR1269726	WGS	200	2029209200	SAMN02439824	1299959225	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX532458	Illumina HiSeq 2000	S_Ri_H43	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	S_Ri_H43	SRP022901	NA	male	NA	2010	Sweden	Europe	Sweden: Rimbo	NA	S_Ri_H43	cornix	blood	blood	1
PRJNA192205	SRR1269727	WGS	200	2746028000	SAMN02439824	1947194695	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX532458	Illumina HiSeq 2000	S_Ri_H43	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	S_Ri_H43	SRP022901	NA	male	NA	2010	Sweden	Europe	Sweden: Rimbo	NA	S_Ri_H43	cornix	blood	blood	1
PRJNA192205	SRR1271605	WGS	200	4037288200	SAMN02439825	2971122496	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX533476	Illumina HiSeq 2000	S_Up_H03	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	S_Up_H03	SRP022901	NA	male	NA	2010	Sweden	Europe	Sweden: Uppsala	NA	S_Up_H03	cornix	blood	blood	1
PRJNA192205	SRR1271606	WGS	200	4031916200	SAMN02439825	2988898421	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX533476	Illumina HiSeq 2000	S_Up_H03	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	S_Up_H03	SRP022901	NA	male	NA	2010	Sweden	Europe	Sweden: Uppsala	NA	S_Up_H03	cornix	blood	blood	1
PRJNA192205	SRR1271609	WGS	200	3397365800	SAMN02439825	2533987502	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX533476	Illumina HiSeq 2000	S_Up_H03	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	S_Up_H03	SRP022901	NA	male	NA	2010	Sweden	Europe	Sweden: Uppsala	NA	S_Up_H03	cornix	blood	blood	1
PRJNA192205	SRR1271610	WGS	200	4173750400	SAMN02439825	3032936619	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX533476	Illumina HiSeq 2000	S_Up_H03	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	S_Up_H03	SRP022901	NA	male	NA	2010	Sweden	Europe	Sweden: Uppsala	NA	S_Up_H03	cornix	blood	blood	1
PRJNA192205	SRR1271611	WGS	200	12136856200	SAMN02439825	8541937979	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX533476	Illumina HiSeq 2000	S_Up_H03	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	S_Up_H03	SRP022901	NA	male	NA	2010	Sweden	Europe	Sweden: Uppsala	NA	S_Up_H03	cornix	blood	blood	1
PRJNA192205	SRR1271612	WGS	200	2141487400	SAMN02439826	1580255759	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX533477	Illumina HiSeq 2000	S_Up_H09	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	S_Up_H09	SRP022901	NA	male	NA	2010	Sweden	Europe	Sweden: Uppsala	NA	S_Up_H09	cornix	blood	blood	1
PRJNA192205	SRR1271614	WGS	200	2127279000	SAMN02439826	1579794740	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX533477	Illumina HiSeq 2000	S_Up_H09	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	S_Up_H09	SRP022901	NA	male	NA	2010	Sweden	Europe	Sweden: Uppsala	NA	S_Up_H09	cornix	blood	blood	1
PRJNA192205	SRR1271615	WGS	200	2150074400	SAMN02439826	1605875369	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX533477	Illumina HiSeq 2000	S_Up_H09	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	S_Up_H09	SRP022901	NA	male	NA	2010	Sweden	Europe	Sweden: Uppsala	NA	S_Up_H09	cornix	blood	blood	1
PRJNA192205	SRR1271616	WGS	200	2132314000	SAMN02439826	1552911389	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX533477	Illumina HiSeq 2000	S_Up_H09	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	S_Up_H09	SRP022901	NA	male	NA	2010	Sweden	Europe	Sweden: Uppsala	NA	S_Up_H09	cornix	blood	blood	1
PRJNA192205	SRR1271617	WGS	200	21754761800	SAMN02439826	15499768471	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX533477	Illumina HiSeq 2000	S_Up_H09	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	S_Up_H09	SRP022901	NA	male	NA	2010	Sweden	Europe	Sweden: Uppsala	NA	S_Up_H09	cornix	blood	blood	1
PRJNA192205	SRR1271618	WGS	200	2912025600	SAMN02439827	2074445542	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX533478	Illumina HiSeq 2000	S_Up_H16	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	S_Up_H16	SRP022901	NA	male	NA	2010	Sweden	Europe	Sweden: Uppsala	NA	S_Up_H16	cornix	blood	blood	1
PRJNA192205	SRR1271619	WGS	200	2884431800	SAMN02439827	2058364143	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX533478	Illumina HiSeq 2000	S_Up_H16	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	S_Up_H16	SRP022901	NA	male	NA	2010	Sweden	Europe	Sweden: Uppsala	NA	S_Up_H16	cornix	blood	blood	1
PRJNA192205	SRR1271620	WGS	200	2974242000	SAMN02439827	2079759558	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX533478	Illumina HiSeq 2000	S_Up_H16	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	S_Up_H16	SRP022901	NA	male	NA	2010	Sweden	Europe	Sweden: Uppsala	NA	S_Up_H16	cornix	blood	blood	1
PRJNA192205	SRR1271621	WGS	200	1001065000	SAMN02439827	620992674	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX533478	Illumina HiSeq 2000	S_Up_H16	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	S_Up_H16	SRP022901	NA	male	NA	2010	Sweden	Europe	Sweden: Uppsala	NA	S_Up_H16	cornix	blood	blood	1
PRJNA192205	SRR1271624	WGS	200	3595387600	SAMN02439828	2638297056	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX533479	Illumina HiSeq 2000	S_Up_H24	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	S_Up_H24	SRP022901	NA	male	NA	2010	Sweden	Europe	Sweden: Uppsala	NA	S_Up_H24	cornix	blood	blood	1
PRJNA192205	SRR1271625	WGS	200	3653393200	SAMN02439828	2684372195	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX533479	Illumina HiSeq 2000	S_Up_H24	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	S_Up_H24	SRP022901	NA	male	NA	2010	Sweden	Europe	Sweden: Uppsala	NA	S_Up_H24	cornix	blood	blood	1
PRJNA192205	SRR1271626	WGS	200	8704064800	SAMN02439828	6082695775	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX533479	Illumina HiSeq 2000	S_Up_H24	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	S_Up_H24	SRP022901	NA	male	NA	2010	Sweden	Europe	Sweden: Uppsala	NA	S_Up_H24	cornix	blood	blood	1
PRJNA192205	SRR1271627	WGS	200	2765279600	SAMN02439829	2042784989	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX533480	Illumina HiSeq 2000	S_Up_H29	PAIRED	RANDOM	GENOMIC	Corvus_cornix_cornix	ILLUMINA	2014-05-30T00:00:00Z	S_Up_H29	SRP022901	NA	male	NA	2010	Sweden	Europe	Sweden: Uppsala	NA	S_Up_H29	cornix	blood	blood	1
